opp_id,account_id,owner_id,name,stage,amount,close_date,created_date,lead_source,forecast_category,is_won,is_closed,competitor,loss_reason,days_in_stage,next_step,opportunity_type,created_at
2578,31,7,Pinnacle Software - Initial License,Discovery,,2023-03-07,2023-01-09,Partner Referral,Pipeline,False,False,,,51,Executive alignment,New Business,2023-01-09T00:00:00
2579,348,1,Fusion Labs - Platform Deal,Closed Lost,15522,2024-12-24,2024-11-29,Inbound - Web,Omitted,False,True,CompetitorE,Feature Gap,44,,New Business,2024-11-29T00:00:00
2580,645,2,Pacific Holdings - Platform Deal,Discovery,121458,2025-03-23,2024-12-10,Inbound - Web,Pipeline,False,False,CompetitorB,,40,Send proposal,New Business,2024-12-10T00:00:00
2581,184,6,Optima Networks - Initial License,Closed Lost,212492,2024-07-29,2024-02-01,Event,Omitted,False,True,CompetitorB,Budget Cut,10,,New Business,2024-02-01T00:00:00
2582,313,3,Optima Inc - Platform Deal,Proposal,44041,2021-09-25,2021-05-17,Product-Led,Best Case,False,False,CompetitorA,,29,Contract signing,New Business,2021-05-17T00:00:00
2583,323,5,Pacific Technologies - Platform Deal,Discovery,275624,2025-01-27,2024-10-08,Inbound - Content,Pipeline,False,False,CompetitorC,,1,Executive alignment,New Business,2024-10-08T00:00:00
2584,23,12,Pacific Corp - New Business,Proposal,9059,2025-06-16,2024-11-23,Inbound - Content,Best Case,False,False,Open Source Alternative,,68,Legal review,New Business,2024-11-23T00:00:00
2585,571,14,Elevate Networks - New Business,Qualification,41852,2020-09-09,2020-07-11,,Best Case,False,False,CompetitorA,,71,Schedule demo,New Business,2020-07-11T00:00:00
2310,118,15,Global Platforms - Platform Deal,Qualification,27168,2024-08-01,2024-06-21,,Best Case,False,False,CompetitorD,,35,Schedule demo,New Business,2024-06-21T00:00:00
2587,963,4,Nexus Labs - Initial License,Closed Won,9434,2024-09-23,2024-07-07,Webinar,Closed,True,True,CompetitorC,,34,,New Business,2024-07-07T00:00:00
2588,528,9,Acme Group - Initial License,Closed Won,176640,2024-03-16,2023-12-27,Inbound - Content,Closed,True,True,CompetitorC,,60,,New Business,2023-12-27T00:00:00
2589,455,10,Pinnacle Group - Platform Deal,Discovery,34503,2022-11-14,2022-06-28,Outbound - SDR,Pipeline,False,False,Open Source Alternative,,38,,New Business,2022-06-28T00:00:00
2590,808,10,Nova Labs - New Business,Negotiation,495578,2025-07-09,2024-11-14,Product-Led,Commit,False,False,CompetitorD,,15,Schedule demo,New Business,2024-11-14T00:00:00
2591,211,8,Vanguard Networks - Initial License,Proposal,54558,2025-05-18,2024-10-21,Inbound - Content,Best Case,False,False,,,10,POC setup,New Business,2024-10-21T00:00:00
2592,670,15,Synergy Group - Initial License,Closed Lost,35637,2024-08-19,2024-06-02,Product-Led,Omitted,False,True,CompetitorC,Competitor,37,,New Business,2024-06-02T00:00:00
2593,550,8,Vertex Enterprises - New Business,Prospecting,25701,2025-03-20,2024-09-16,Webinar,Pipeline,False,False,,,38,Legal review,New Business,2024-09-16T00:00:00
2594,208,1,Catalyst Corp - Initial License,Discovery,28037,2025-07-08,2024-12-19,Webinar,Pipeline,False,False,,,41,Reference call,New Business,2024-12-19T00:00:00
2595,815,9,Nova Group - New Business,Proposal,167917,2023-06-14,2022-10-09,Outbound - SDR,Best Case,False,False,,,13,Reference call,New Business,2022-10-09T00:00:00
2596,49,8,Nexus Networks - New Business,Discovery,47514,2025-06-10,2024-09-15,Inbound - Web,Pipeline,False,False,CompetitorE,,57,,New Business,2024-09-15T00:00:00
2597,661,3,Synergy Dynamics - Initial License,Closed Won,22365,2024-12-31,2024-12-30,Partner Referral,Closed,True,True,CompetitorC,,28,,New Business,2024-12-30T00:00:00
2598,9,15,Zenith Technologies - New Business,Qualification,122534,2024-12-01,2024-10-28,Partner Referral,Best Case,False,False,CompetitorB,,26,Technical review,New Business,2024-10-28T00:00:00
2599,869,6,Catalyst Systems - New Business,Prospecting,159884,2024-12-02,2024-10-05,Inbound - Web,Pipeline,False,False,CompetitorB,,8,Legal review,New Business,2024-10-05T00:00:00
2600,648,14,Velocity Partners - New Business,Prospecting,560019,2024-09-28,2024-03-13,Inbound - Web,Pipeline,False,False,CompetitorA,,42,Contract signing,New Business,2024-03-13T00:00:00
2601,233,8,Synergy Systems - New Business,Discovery,32045,2023-12-20,2023-08-16,Outbound - SDR,Pipeline,False,False,,,6,Legal review,New Business,2023-08-16T00:00:00
2602,268,14,Vanguard Inc - New Business,Closed Won,,2024-12-31,2024-11-27,Outbound - SDR,Closed,True,True,,,78,,New Business,2024-11-27T00:00:00
2603,231,9,Synergy Analytics - New Business,Qualification,27019,2023-07-11,2023-03-14,Inbound - Web,Best Case,False,False,CompetitorB,,37,Reference call,New Business,2023-03-14T00:00:00
2604,612,13,Vanguard Corp - Expansion,Closed Lost,11834,2024-12-28,2024-08-21,Partner Referral,Omitted,False,True,CompetitorA,Competitor,27,,Expansion,2024-08-21T00:00:00
2605,102,7,Vanguard Enterprises - New Business,Closed Lost,40030,2022-09-21,2022-07-01,Product-Led,Omitted,False,True,,Timing,47,,New Business,2022-07-01T00:00:00
2606,179,6,Synergy Services - Initial License,Prospecting,,2025-05-17,2024-10-31,Outbound - AE,Pipeline,False,False,,,57,Reference call,New Business,2024-10-31T00:00:00
2607,690,16,Apex Corp - Initial License,Closed Won,34123,2024-12-31,2024-12-02,Partner Referral,Closed,True,True,CompetitorA,,52,,New Business,2024-12-02T00:00:00
2608,254,11,Quantum Dynamics - Platform Deal,Qualification,49184,2024-06-10,2023-10-01,Partner Referral,Best Case,False,False,CompetitorA,,38,Reference call,New Business,2023-10-01T00:00:00
2609,581,2,Synergy Labs - New Business,Closed Won,23096,2023-02-17,2022-12-21,Inbound - Web,Closed,True,True,,,27,,New Business,2022-12-21T00:00:00
2610,408,15,Acme Holdings - New Business,Prospecting,65822,2025-02-07,2024-07-29,Partner Referral,Pipeline,False,False,,,54,POC setup,New Business,2024-07-29T00:00:00
2611,454,7,Quantum Technologies - New Business,Closed Won,49582,2024-06-08,2024-03-04,Outbound - AE,Closed,True,True,CompetitorD,,18,,New Business,2024-03-04T00:00:00
2612,581,2,Synergy Labs - Platform Deal,Closed Lost,14056,2024-03-17,2023-11-08,Inbound - Web,Omitted,False,True,CompetitorB,Feature Gap,15,,New Business,2023-11-08T00:00:00
181,930,4,Vanguard Systems - New Business,Discovery,180768,2024-10-05,2024-01-10,Webinar,Pipeline,False,False,Open Source Alternative,,10,Schedule demo,New Business,2024-01-10T00:00:00
2614,524,7,Summit Networks - Platform Deal,Closed Won,304296,2024-12-06,2024-07-10,Event,Closed,True,True,,,30,,New Business,2024-07-10T00:00:00
2615,629,1,Pacific Platforms - Platform Deal,Closed Lost,960129,2022-03-22,2021-12-17,Webinar,Omitted,False,True,,Feature Gap,14,,New Business,2021-12-17T00:00:00
2616,809,11,Pacific Dynamics - Initial License,Qualification,22671,2025-05-16,2024-10-13,Inbound - Web,Best Case,False,False,CompetitorC,,42,Technical review,New Business,2024-10-13T00:00:00
2617,29,5,Synergy Holdings - Platform Deal,Discovery,16056,2025-01-06,2024-09-09,Event,Pipeline,False,False,,,48,Schedule demo,New Business,2024-09-09T00:00:00
2618,528,11,Acme Group - Renewal,Discovery,63457,2024-08-20,2024-05-19,Product-Led,Pipeline,False,False,,,54,Legal review,Renewal,2024-05-19T00:00:00
2619,129,2,Velocity Technologies - New Business,Proposal,8638,2023-09-14,2023-07-11,Webinar,Best Case,False,False,CompetitorD,,3,POC setup,New Business,2023-07-11T00:00:00
2620,200,8,Vertex Inc - Initial License,Discovery,74822,2025-01-22,2024-08-01,Product-Led,Pipeline,False,False,,,44,POC setup,New Business,2024-08-01T00:00:00
2621,463,14,Nexus Partners - New Business,Closed Lost,194639,2024-11-11,2024-07-06,Partner Referral,Omitted,False,True,CompetitorE,Lost to Status Quo,75,,New Business,2024-07-06T00:00:00
2622,615,3,Nexus Platforms - Initial License,Discovery,766999,2023-05-10,2023-03-27,Outbound - SDR,Pipeline,False,False,,,17,Executive alignment,New Business,2023-03-27T00:00:00
2623,549,7,Global Solutions - Platform Deal,Proposal,161089,2023-09-30,2023-01-07,Outbound - SDR,Best Case,False,False,,,13,Technical review,New Business,2023-01-07T00:00:00
2624,900,15,Nexus Digital - Initial License,Closed Lost,16210,2024-12-18,2024-07-21,Event,Omitted,False,True,Open Source Alternative,No Decision,56,,New Business,2024-07-21T00:00:00
2625,885,10,Horizon Labs - New Business,Qualification,17643,2024-12-24,2024-11-13,Product-Led,Best Case,False,False,,,33,Executive alignment,New Business,2024-11-13T00:00:00
2626,109,8,Summit Inc - New Business,Closed Lost,40691,2022-12-18,2022-05-31,Webinar,Omitted,False,True,CompetitorC,Budget Cut,10,,New Business,2022-05-31T00:00:00
2627,458,4,Velocity Solutions - Initial License,Closed Lost,170113,2024-12-31,2024-11-27,Event,Omitted,False,True,CompetitorC,Budget Cut,60,,New Business,2024-11-27T00:00:00
2628,761,10,Velocity Group - New Business,Discovery,26278,2025-04-12,2024-10-20,Product-Led,Pipeline,False,False,,,22,Legal review,New Business,2024-10-20T00:00:00
2629,568,15,Vertex Services - Initial License,Qualification,128574,2025-05-06,2024-12-10,Outbound - SDR,Best Case,False,False,CompetitorC,,54,Schedule demo,New Business,2024-12-10T00:00:00
2630,208,15,Catalyst Corp - Initial License,Proposal,40773,2025-05-29,2024-12-07,Outbound - SDR,Best Case,False,False,CompetitorD,,14,Technical review,New Business,2024-12-07T00:00:00
2631,478,14,Acme Services - Initial License,Qualification,57437,2023-09-10,2023-06-13,Webinar,Best Case,False,False,CompetitorE,,38,,New Business,2023-06-13T00:00:00
2632,790,4,Vanguard Labs - Initial License,Discovery,47256,2024-07-02,2024-06-01,Outbound - SDR,Pipeline,False,False,CompetitorD,,45,Technical review,New Business,2024-06-01T00:00:00
2633,880,5,Summit Holdings - Initial License,Discovery,46773,2025-01-04,2024-09-10,Outbound - AE,Pipeline,False,False,CompetitorE,,52,Legal review,New Business,2024-09-10T00:00:00
2634,963,4,Nexus Labs - New Business,Qualification,45077,2025-06-02,2024-09-28,Webinar,Best Case,False,False,Open Source Alternative,,3,Schedule demo,New Business,2024-09-28T00:00:00
2635,670,15,Synergy Group - Contract Renewal,Discovery,31414,2025-06-15,2024-12-13,Outbound - AE,Pipeline,False,False,CompetitorE,,55,Send proposal,Renewal,2024-12-13T00:00:00
2636,459,8,Optima Inc - Initial License,Proposal,89468,2025-07-23,2024-11-04,Inbound - Web,Best Case,False,False,Open Source Alternative,,11,Executive alignment,New Business,2024-11-04T00:00:00
2637,183,10,Apex Systems - Platform Deal,Prospecting,583101,2023-09-08,2023-04-22,Event,Pipeline,False,False,,,12,Reference call,New Business,2023-04-22T00:00:00
2638,803,7,Elevate Services - New Business,Closed Lost,10373,2022-04-04,2021-12-01,Outbound - AE,Omitted,False,True,CompetitorA,Timing,19,,New Business,2021-12-01T00:00:00
2639,461,8,Apex Inc - Initial License,Negotiation,47226,2021-08-08,2021-05-09,Webinar,Commit,False,False,CompetitorD,,18,Contract signing,New Business,2021-05-09T00:00:00
2640,572,16,Summit Holdings - New Business,Qualification,9017,2024-12-12,2024-10-05,Partner Referral,Best Case,False,False,CompetitorC,,51,Send proposal,New Business,2024-10-05T00:00:00
2641,484,13,Nexus Platforms - New Business,Proposal,247050,2023-10-13,2023-02-27,Outbound - AE,Best Case,False,False,,,45,,New Business,2023-02-27T00:00:00
2642,932,7,Nova Analytics - Initial License,Prospecting,44732,2024-07-31,2024-01-23,Outbound - AE,Pipeline,False,False,CompetitorB,,12,Legal review,New Business,2024-01-23T00:00:00
2643,690,7,Apex Corp - New Business,Proposal,6926,2025-04-11,2024-12-10,Product-Led,Best Case,False,False,CompetitorE,,11,Send proposal,New Business,2024-12-10T00:00:00
2644,835,15,Fusion Inc - New Business,Proposal,13755,2024-07-17,2023-11-26,Inbound - Web,Best Case,False,False,,,63,Reference call,New Business,2023-11-26T00:00:00
2645,291,4,Synergy Partners - New Business,Qualification,154510,2024-07-06,2024-02-08,Webinar,Best Case,False,False,CompetitorC,,7,Contract signing,New Business,2024-02-08T00:00:00
2646,120,15,Apex Networks - Platform Deal,Proposal,103606,2023-08-11,2022-12-31,Inbound - Web,Best Case,False,False,,,30,Reference call,New Business,2022-12-31T00:00:00
2647,11,3,Apex Services - Platform Deal,Discovery,129784,2025-06-22,2024-12-07,Webinar,Pipeline,False,False,CompetitorA,,7,,New Business,2024-12-07T00:00:00
2648,274,1,Quantum Labs - Platform Deal,Proposal,40537,2025-01-24,2024-11-14,Inbound - Web,Best Case,False,False,,,35,Reference call,New Business,2024-11-14T00:00:00
2649,892,3,Quantum Services - Initial License,Closed Won,31240,2023-02-13,2023-01-21,Webinar,Closed,True,True,,,6,,New Business,2023-01-21T00:00:00
2650,392,13,Pacific Corp - New Business,Negotiation,16525,2024-06-07,2024-03-29,Partner Referral,Commit,False,False,,,78,,New Business,2024-03-29T00:00:00
2651,276,6,Optima Services - New Business,Closed Won,573323,2021-12-19,2021-07-19,,Closed,True,True,,,40,,New Business,2021-07-19T00:00:00
2652,617,2,Horizon Corp - New Business,Prospecting,47508,2024-06-01,2024-03-05,Product-Led,Pipeline,False,False,CompetitorA,,27,Legal review,New Business,2024-03-05T00:00:00
2653,294,16,Optima Technologies - Platform Deal,Closed Won,42065,2024-09-25,2024-02-24,Inbound - Content,Closed,True,True,,,3,,New Business,2024-02-24T00:00:00
2654,400,4,Horizon Networks - Platform Deal,Closed Lost,47534,2024-02-15,2023-09-27,Outbound - AE,Omitted,False,True,CompetitorB,Timing,5,,New Business,2023-09-27T00:00:00
2655,230,12,Zenith Systems - Initial License,Prospecting,38277,2025-04-03,2024-09-05,,Pipeline,False,False,Open Source Alternative,,46,Legal review,New Business,2024-09-05T00:00:00
2656,363,1,Summit Analytics - Platform Deal,Closed Won,33147,2023-01-25,2022-10-07,,Closed,True,True,CompetitorC,,33,,New Business,2022-10-07T00:00:00
2657,361,16,Summit Corp - Additional Seats,Discovery,10875,2025-05-06,2024-09-26,Event,Pipeline,False,False,CompetitorB,,23,Reference call,Expansion,2024-09-26T00:00:00
2658,468,13,Acme Group - Renewal,Prospecting,23153,2024-10-08,2024-02-28,Inbound - Content,Pipeline,False,False,CompetitorB,,7,,Renewal,2024-02-28T00:00:00
2659,155,15,Global Services - Platform Deal,Closed Lost,33808,2024-12-31,2024-10-05,Event,Omitted,False,True,CompetitorB,Timing,26,,New Business,2024-10-05T00:00:00
2660,533,16,Apex Labs - Platform Deal,Closed Lost,32323,2024-11-30,2024-11-10,,Omitted,False,True,CompetitorA,No Decision,58,,New Business,2024-11-10T00:00:00
2661,554,7,Optima Inc - New Business,Closed Lost,10808,2024-11-17,2024-08-13,Event,Omitted,False,True,CompetitorB,Lost to Status Quo,16,,New Business,2024-08-13T00:00:00
2662,703,12,Summit Systems - New Business,Negotiation,72167,2025-04-22,2024-09-03,Event,Commit,False,False,CompetitorE,,64,Executive alignment,New Business,2024-09-03T00:00:00
2663,805,16,Catalyst Services - New Business,Proposal,39767,2025-03-10,2024-10-27,Event,Best Case,False,False,CompetitorA,,66,Reference call,New Business,2024-10-27T00:00:00
2664,357,15,Nexus Platforms - New Business,Prospecting,20526,2025-01-13,2024-10-26,Product-Led,Pipeline,False,False,CompetitorE,,15,POC setup,New Business,2024-10-26T00:00:00
2665,60,13,Catalyst Digital - Upsell,Closed Lost,26711,2022-09-10,2022-05-14,Partner Referral,Omitted,False,True,,No Decision,16,,Expansion,2022-05-14T00:00:00
2666,417,8,Quantum Corp - New Business,Proposal,43925,2024-05-07,2024-05-09,Outbound - AE,Best Case,False,False,CompetitorE,,38,Contract signing,New Business,2024-05-09T00:00:00
2667,903,3,Apex Partners - Initial License,Qualification,176077,2024-11-26,2024-04-03,Event,Best Case,False,False,Open Source Alternative,,2,Schedule demo,New Business,2024-04-03T00:00:00
2668,611,7,Fusion Technologies - Platform Deal,Closed Won,30284,2024-12-31,2024-12-20,Product-Led,Closed,True,True,CompetitorB,,40,,New Business,2024-12-20T00:00:00
2669,116,1,Optima Digital - Initial License,Qualification,165097,2024-07-30,2023-12-01,Partner Referral,Best Case,False,False,CompetitorA,,33,Send proposal,New Business,2023-12-01T00:00:00
2670,510,1,Acme Solutions - New Business,Proposal,109874,2024-08-20,2024-05-08,Product-Led,Best Case,False,False,CompetitorB,,33,,New Business,2024-05-08T00:00:00
2671,624,16,Vertex Analytics - Initial License,Qualification,14454,2023-02-09,2022-11-18,Inbound - Web,Best Case,False,False,CompetitorA,,6,Technical review,New Business,2022-11-18T00:00:00
2672,837,5,Summit Holdings - Initial License,Prospecting,22015,2023-05-03,2022-11-20,Product-Led,Pipeline,False,False,Open Source Alternative,,24,Send proposal,New Business,2022-11-20T00:00:00
2673,86,4,Global Corp - Initial License,Proposal,42801,2024-03-22,2023-08-26,Inbound - Content,Best Case,False,False,,,46,Reference call,New Business,2023-08-26T00:00:00
2674,134,11,Velocity Solutions - New Business,Proposal,101106,2025-06-17,2024-12-30,Product-Led,Best Case,False,False,Open Source Alternative,,50,,New Business,2024-12-30T00:00:00
2675,775,8,Catalyst Corp - New Business,Qualification,83516,2023-09-20,2023-05-08,Event,Best Case,False,False,CompetitorA,,43,Reference call,New Business,2023-05-08T00:00:00
2676,904,6,Fusion Group - Initial License,Prospecting,29211,2024-02-10,2023-06-10,Inbound - Content,Pipeline,False,False,Open Source Alternative,,30,,New Business,2023-06-10T00:00:00
2677,567,5,Summit Technologies - New Business,Negotiation,98607,2022-12-18,2022-07-21,Product-Led,Commit,False,False,CompetitorB,,12,Reference call,New Business,2022-07-21T00:00:00
2678,398,5,Horizon Analytics - Platform Deal,Closed Lost,13683,2024-12-31,2024-11-01,Outbound - SDR,Omitted,False,True,CompetitorA,Price,59,,New Business,2024-11-01T00:00:00
2679,705,9,Elevate Analytics - Renewal,Closed Lost,32918,2024-12-31,2024-12-09,Inbound - Web,Omitted,False,True,CompetitorE,Budget Cut,9,,Renewal,2024-12-09T00:00:00
2680,486,4,Nova Digital - New Business,Proposal,121184,2025-03-04,2024-06-23,Outbound - AE,Best Case,False,False,,,3,,New Business,2024-06-23T00:00:00
2681,921,5,Vertex Platforms - Platform Deal,Qualification,35830,2025-02-20,2024-12-13,Partner Referral,Best Case,False,False,,,8,Legal review,New Business,2024-12-13T00:00:00
2682,436,4,Apex Analytics - Initial License,Negotiation,27523,2023-02-25,2022-06-12,Product-Led,Commit,False,False,CompetitorA,,43,Contract signing,New Business,2022-06-12T00:00:00
2683,978,4,Vanguard Corp - New Business,Prospecting,6623,2024-10-27,2024-04-04,Event,Pipeline,False,False,,,34,Send proposal,New Business,2024-04-04T00:00:00
2684,32,7,Optima Holdings - New Business,Closed Lost,37572,2022-02-09,2021-12-27,Outbound - SDR,Omitted,False,True,CompetitorA,Price,37,,New Business,2021-12-27T00:00:00
2685,39,5,Elevate Partners - Platform Deal,Proposal,100554,2025-01-12,2024-10-28,Inbound - Content,Best Case,False,False,Open Source Alternative,,4,Executive alignment,New Business,2024-10-28T00:00:00
2686,242,7,Global Group - Upsell,Closed Lost,18797,2022-08-07,2022-04-15,Inbound - Web,Omitted,False,True,CompetitorB,Feature Gap,45,,Expansion,2022-04-15T00:00:00
2687,14,2,Nexus Inc - New Business,Prospecting,47417,2021-06-26,2021-04-14,Inbound - Web,Pipeline,False,False,CompetitorE,,34,Contract signing,New Business,2021-04-14T00:00:00
2688,450,5,Acme Holdings - Initial License,Closed Lost,66938,2024-06-27,2024-02-01,Inbound - Web,Omitted,False,True,CompetitorD,No Decision,24,,New Business,2024-02-01T00:00:00
2689,744,7,Acme Dynamics - New Business,Closed Lost,30353,2023-03-04,2022-12-06,Outbound - AE,Omitted,False,True,CompetitorB,No Decision,13,,New Business,2022-12-06T00:00:00
2690,291,2,Synergy Partners - New Business,Prospecting,31031,2024-11-16,2024-07-13,Event,Pipeline,False,False,CompetitorA,,36,Executive alignment,New Business,2024-07-13T00:00:00
2691,814,9,Horizon Enterprises - Initial License,Closed Lost,18576,2024-06-29,2024-06-06,Event,Omitted,False,True,CompetitorE,Feature Gap,21,,New Business,2024-06-06T00:00:00
2692,932,3,Nova Analytics - Platform Deal,Prospecting,10585,2024-01-04,2023-10-28,Outbound - AE,Pipeline,False,False,CompetitorC,,11,Legal review,New Business,2023-10-28T00:00:00
2693,454,10,Quantum Technologies - Additional Seats,Negotiation,10284,2024-09-05,2024-04-27,Outbound - SDR,Commit,False,False,,,45,Technical review,Expansion,2024-04-27T00:00:00
2694,707,6,Vanguard Enterprises - Initial License,Qualification,47735,2022-09-16,2022-03-09,Partner Referral,Best Case,False,False,CompetitorA,,54,Send proposal,New Business,2022-03-09T00:00:00
2695,563,10,Fusion Labs - New Business,Qualification,5595,2022-12-15,2022-08-06,Inbound - Web,Best Case,False,False,,,43,POC setup,New Business,2022-08-06T00:00:00
2696,780,2,Velocity Corp - Platform Deal,Qualification,47626,2021-10-31,2021-07-09,Webinar,Best Case,False,False,CompetitorD,,23,Send proposal,New Business,2021-07-09T00:00:00
2697,406,7,Pacific Group - Initial License,Qualification,31059,2024-04-18,2024-03-03,Inbound - Web,Best Case,False,False,CompetitorE,,28,Send proposal,New Business,2024-03-03T00:00:00
2698,747,4,Global Group - Platform Deal,Closed Won,24676,2022-03-22,2021-11-19,,Closed,True,True,CompetitorC,,57,,New Business,2021-11-19T00:00:00
2699,3,3,Synergy Software - New Business,Prospecting,91762,2023-11-18,2023-09-22,Outbound - SDR,Pipeline,False,False,CompetitorB,,38,Send proposal,New Business,2023-09-22T00:00:00
2700,478,3,Acme Services - Initial License,Discovery,40548,2022-11-29,2022-05-10,Event,Pipeline,False,False,,,32,Legal review,New Business,2022-05-10T00:00:00
2701,857,4,Pinnacle Dynamics - Expansion,Discovery,5714,2025-04-06,2024-10-11,Partner Referral,Pipeline,False,False,CompetitorB,,57,Send proposal,Expansion,2024-10-11T00:00:00
2702,513,16,Apex Digital - Platform Deal,Qualification,17824,2025-01-13,2024-12-05,Outbound - AE,Best Case,False,False,,,22,Technical review,New Business,2024-12-05T00:00:00
2703,525,5,Quantum Labs - Additional Seats,Qualification,221333,2023-04-29,2022-11-29,Webinar,Best Case,False,False,CompetitorD,,5,Legal review,Expansion,2022-11-29T00:00:00
2704,49,4,Nexus Networks - New Business,Closed Lost,37227,2024-12-16,2024-11-16,Outbound - AE,Omitted,False,True,CompetitorD,Feature Gap,37,,New Business,2024-11-16T00:00:00
2705,45,6,Pinnacle Dynamics - Initial License,Closed Lost,55117,2023-09-21,2023-05-08,Partner Referral,Omitted,False,True,CompetitorD,Lost to Status Quo,52,,New Business,2023-05-08T00:00:00
2706,59,11,Catalyst Holdings - New Business,Qualification,50574,2025-03-14,2024-11-15,Inbound - Content,Best Case,False,False,CompetitorA,,57,Schedule demo,New Business,2024-11-15T00:00:00
2707,733,10,Nexus Holdings - New Business,Discovery,38269,2022-04-27,2021-10-15,Product-Led,Pipeline,False,False,,,5,Executive alignment,New Business,2021-10-15T00:00:00
2708,454,7,Quantum Technologies - Additional Seats,Negotiation,7350,2024-02-17,2023-12-20,Webinar,Commit,False,False,CompetitorB,,30,,Expansion,2023-12-20T00:00:00
2709,721,14,Pinnacle Systems - Initial License,Prospecting,53091,2025-03-10,2024-12-09,Webinar,Pipeline,False,False,CompetitorC,,68,Reference call,New Business,2024-12-09T00:00:00
2710,490,7,Atlas Technologies - Contract Renewal,Closed Won,180528,2024-12-20,2024-07-02,Outbound - SDR,Closed,True,True,CompetitorE,,18,,Renewal,2024-07-02T00:00:00
2711,121,13,Elevate Group - Initial License,Proposal,36197,2024-12-24,2024-04-25,Partner Referral,Best Case,False,False,,,71,Send proposal,New Business,2024-04-25T00:00:00
2712,564,13,Nexus Group - New Business,Closed Lost,9790,2024-12-31,2024-11-15,Product-Led,Omitted,False,True,CompetitorB,Competitor,33,,New Business,2024-11-15T00:00:00
2713,505,16,Summit Enterprises - Initial License,Qualification,177669,2025-02-28,2024-11-09,Inbound - Content,Best Case,False,False,,,40,Schedule demo,New Business,2024-11-09T00:00:00
2714,552,7,Acme Labs - Initial License,Proposal,58844,2025-01-09,2024-10-15,Event,Best Case,False,False,CompetitorB,,47,POC setup,New Business,2024-10-15T00:00:00
2715,952,13,Nexus Analytics - Platform Deal,Qualification,26388,2024-07-06,2024-01-11,Inbound - Web,Best Case,False,False,,,14,Reference call,New Business,2024-01-11T00:00:00
2716,514,10,Nexus Systems - Platform Deal,Qualification,29221,2024-07-26,2023-12-03,Outbound - SDR,Best Case,False,False,CompetitorD,,40,Reference call,New Business,2023-12-03T00:00:00
2717,241,7,Optima Dynamics - Initial License,Prospecting,72698,2025-01-24,2024-12-11,Webinar,Pipeline,False,False,CompetitorE,,57,Legal review,New Business,2024-12-11T00:00:00
2718,913,7,Zenith Platforms - Platform Deal,Prospecting,39415,2024-10-04,2024-05-11,Partner Referral,Pipeline,False,False,CompetitorE,,19,Legal review,New Business,2024-05-11T00:00:00
2719,22,8,Zenith Systems - Platform Deal,Closed Lost,,2024-08-24,2024-06-10,Product-Led,Omitted,False,True,CompetitorE,Price,55,,New Business,2024-06-10T00:00:00
2720,30,10,Elevate Systems - Initial License,Discovery,109109,2024-06-13,2024-01-06,Event,Pipeline,False,False,CompetitorA,,21,Reference call,New Business,2024-01-06T00:00:00
2721,860,9,Horizon Systems - New Business,Discovery,117230,2025-03-06,2024-09-13,Partner Referral,Pipeline,False,False,CompetitorE,,22,Reference call,New Business,2024-09-13T00:00:00
2722,632,7,Vertex Services - Contract Renewal,Negotiation,30022,2024-12-17,2024-10-05,Outbound - AE,Commit,False,False,CompetitorD,,32,Technical review,Renewal,2024-10-05T00:00:00
2723,511,14,Summit Corp - Platform Deal,Closed Lost,5687,2024-12-31,2024-10-12,Inbound - Web,Omitted,False,True,Open Source Alternative,Lost to Status Quo,31,,New Business,2024-10-12T00:00:00
2724,184,2,Optima Networks - New Business,Proposal,,2024-05-28,2024-01-30,Webinar,Best Case,False,False,Open Source Alternative,,33,Schedule demo,New Business,2024-01-30T00:00:00
2725,513,16,Apex Digital - New Business,Closed Won,27593,2024-12-31,2024-12-03,Product-Led,Closed,True,True,Open Source Alternative,,13,,New Business,2024-12-03T00:00:00
2726,292,2,Optima Systems - Platform Deal,Qualification,1011078,2023-12-12,2023-11-05,Webinar,Best Case,False,False,,,25,Schedule demo,New Business,2023-11-05T00:00:00
2727,594,10,Nexus Group - Additional Seats,Closed Lost,3862,2024-12-31,2024-10-12,Partner Referral,Omitted,False,True,CompetitorD,Feature Gap,35,,Expansion,2024-10-12T00:00:00
2728,993,4,Elevate Partners - New Business,Prospecting,75693,2024-04-04,2024-05-02,Product-Led,Pipeline,False,False,CompetitorD,,59,Contract signing,New Business,2024-05-02T00:00:00
2729,444,10,Quantum Inc - Platform Deal,Discovery,43485,2025-04-22,2024-12-26,Inbound - Content,Pipeline,False,False,CompetitorC,,8,Reference call,New Business,2024-12-26T00:00:00
2730,996,3,Acme Holdings - Platform Deal,Prospecting,11419,2023-01-03,2022-09-14,Product-Led,Pipeline,False,False,,,22,Legal review,New Business,2022-09-14T00:00:00
2731,552,7,Acme Labs - New Business,Negotiation,29843,2024-10-20,2024-07-04,Event,Commit,False,False,CompetitorD,,38,Contract signing,New Business,2024-07-04T00:00:00
2732,551,4,Nova Holdings - Initial License,Qualification,22976,2024-05-21,2024-01-05,Webinar,Best Case,False,False,CompetitorE,,6,Reference call,New Business,2024-01-05T00:00:00
2733,595,15,Elevate Systems - Platform Deal,Discovery,138458,2025-05-15,2024-08-25,Outbound - AE,Pipeline,False,False,,,13,Technical review,New Business,2024-08-25T00:00:00
